node_id,current_load,priority_tier,source_type,status,lat,lng,timestamp
hospital_001,167.60404016206522,1,Grid,active,19.076,72.8777,1773316586.4007745
hospital_002,184.11,1,Grid,active,13.0827,80.2707,1773316586.4007745
hospital_003,134.7678350911089,1,Grid,inactive,22.5726,88.3639,1773316586.4007745
factory_001,606.01,2,Solar,active,19.0896,72.8656,1773316586.4007745
factory_002,735.0775813457348,2,Solar,active,13.0358,80.2297,1773316586.4007745
factory_003,351.75,2,Solar,active,13.0358,80.2297,1773316586.4007745
residential_001,115.24,3,Solar,active,12.9698,77.75,1773316586.4007745
residential_002,122.9,3,Solar,active,22.5448,88.3426,1773316586.4007745
residential_003,129.34,3,Grid,active,13.0475,80.2209,1773316586.4007745
hospital_001,150.1,1,Grid,active,19.076,72.8777,1773316616.4007745
hospital_002,147.96,1,Grid,active,13.0827,80.2707,1773316616.4007745
hospital_003,138.47242579600857,1,Grid,active,22.5726,88.3639,1773316616.4007745
factory_001,823.15,2,Solar,active,19.0896,72.8656,1773316616.4007745
factory_002,511.6,2,Solar,active,13.0358,80.2297,1773316616.4007745
factory_003,464.41,2,Solar,active,13.0358,80.2297,1773316616.4007745
residential_001,106.2,3,Solar,active,12.9698,77.75,1773316616.4007745
residential_002,130.98,3,Solar,active,22.5448,88.3426,1773316616.4007745
residential_003,85.11,3,Solar,active,13.0475,80.2209,1773316616.4007745
hospital_001,143.28,1,Grid,active,19.076,72.8777,1773316646.4007745
hospital_002,165.6804364343409,1,Grid,active,13.0827,80.2707,1773316646.4007745
hospital_003,121.62,1,Grid,active,22.5726,88.3639,1773316646.4007745
factory_001,764.47,2,Grid,active,19.0896,72.8656,1773316646.4007745
factory_002,772.8,2,Solar,active,13.0358,80.2297,1773316646.4007745
factory_003,606.73,2,Solar,active,13.0358,80.2297,1773316646.4007745
residential_001,105.8,3,Solar,active,12.9698,77.75,1773316646.4007745
residential_002,69.79,3,Grid,active,22.5448,88.3426,1773316646.4007745
residential_003,89.39,3,Solar,active,13.0475,80.2209,1773316646.4007745
hospital_001,138.81,1,Grid,degraded,19.076,72.8777,1773316676.4007745
hospital_002,215.51103817388267,1,Grid,active,13.0827,80.2707,1773316676.4007745
hospital_003,119.17694138555157,1,Grid,active,22.5726,88.3639,1773316676.4007745
factory_001,852.26,2,Grid,active,19.0896,72.8656,1773316676.4007745
factory_002,708.11,2,Solar,active,13.0358,80.2297,1773316676.4007745
factory_003,548.95,2,Grid,active,13.0358,80.2297,1773316676.4007745
residential_001,100.61771999550743,3,Solar,degraded,12.9698,77.75,1773316676.4007745
residential_002,67.10356907872345,3,Solar,active,22.5448,88.3426,1773316676.4007745
residential_003,66.71,3,Solar,active,13.0475,80.2209,1773316676.4007745
hospital_001,135.14,1,Grid,degraded,19.076,72.8777,1773316706.4007745
hospital_002,160.41646837591514,1,Grid,active,13.0827,80.2707,1773316706.4007745
hospital_003,200.98,1,Grid,degraded,22.5726,88.3639,1773316706.4007745
